DATA;REDE;DESCRIÇÃO LOCAL;DESCRIÇÃO ITEM;TOTAL DE VENDAS;Outubro_2024;Novembro_2024;BlackFriday_2024;Dezembro_2024;Natal_2024;Outubro_2025;Novembro_2025;BlackFriday_2025;Dezembro_2025;Natal_2025;DESCRIÇÃO LOCAL;PROMOTOR RESPONSAVEL;MPDV DO LOCAL
07/12/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
04/12/2024;VIVO;LOJA 906;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 906;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 906;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 906;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
09/12/2024;VIVO;LOJA 906;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 906;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
07/10/2024;VIVO;LOJA 907;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 907;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 907;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
16/10/2024;VIVO;LOJA 907;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
11/12/2024;VIVO;LOJA 907;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 907;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 907;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
01/10/2024;VIVO;LOJA 907;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
04/10/2024;VIVO;LOJA 907;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
04/12/2024;VIVO;LOJA 907;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 907;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 907;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
24/11/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
14/10/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
21/11/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
03/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
12/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 908;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
19/10/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
14/11/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
03/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
24/10/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
08/11/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/11/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
03/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 909;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
12/12/2024;VIVO;LOJA 909;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 909;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 909;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
11/11/2024;VIVO;LOJA 909;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 909;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 910;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
28/12/2024;VIVO;LOJA 910;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 911;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
26/11/2024;VIVO;LOJA 911;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 911;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
09/11/2024;VIVO;LOJA 911;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
26/11/2024;VIVO;LOJA 911;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
27/10/2024;VIVO;LOJA 911;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 911;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 912;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
03/12/2024;VIVO;LOJA 912;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 912;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
04/10/2024;VIVO;LOJA 912;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;0;;;;;;;;;;;;;
19/10/2024;VIVO;LOJA 912;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
03/12/2024;VIVO;LOJA 912;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 912;ECHO SPOT™ - BRANCO;2;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 912;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
09/12/2024;VIVO;LOJA 912;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 912;ECHO SPOT™ - PRETO;3;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 912;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 912;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
07/11/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
09/10/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
01/11/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
06/11/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/11/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 912;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
01/10/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
18/11/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
18/10/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
18/11/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
28/11/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
23/10/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
27/11/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 913;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 913;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 913;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
02/10/2024;VIVO;LOJA 913;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
04/12/2024;VIVO;LOJA 913;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
04/10/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
01/10/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
19/11/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
25/11/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
04/10/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
17/10/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
24/10/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
09/12/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
26/12/2024;VIVO;LOJA 914;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 914;ECHO SPOT™ - BRANCO;2;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 914;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
16/10/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
17/11/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
05/10/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
19/11/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
27/12/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 915;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
05/11/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
11/11/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
09/12/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
26/12/2024;VIVO;LOJA 917;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 917;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 917;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
26/12/2024;VIVO;LOJA 917;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
31/10/2024;VIVO;LOJA 917;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
03/11/2024;VIVO;LOJA 917;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
06/11/2024;VIVO;LOJA 917;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 918;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
19/10/2024;VIVO;LOJA 918;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 918;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 918;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 918;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
27/12/2024;VIVO;LOJA 918;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
21/10/2024;VIVO;LOJA 918;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
17/10/2024;VIVO;LOJA 918;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
27/10/2024;VIVO;LOJA 918;ECHO SPOT™ - BRANCO;0;;;;;;;;;;;;;
12/12/2024;VIVO;LOJA 918;ECHO SPOT™ - BRANCO;0;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 918;ECHO SPOT™ - BRANCO;3;;;;;;;;;;;;;
20/11/2024;VIVO;LOJA 918;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 918;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 918;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 918;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 918;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 918;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 918;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
26/11/2024;VIVO;LOJA 919;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 919;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
09/10/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
20/11/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
03/11/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
05/11/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
20/11/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
26/11/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
11/12/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
26/12/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
05/10/2024;VIVO;LOJA 921;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
13/10/2024;VIVO;LOJA 921;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
16/10/2024;VIVO;LOJA 921;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
09/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
08/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
17/10/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
14/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
21/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
21/10/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
01/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
02/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
09/11/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
04/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
09/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 923;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
11/10/2024;VIVO;LOJA 923;ECHO SPOT™ - BRANCO;0;;;;;;;;;;;;;
13/10/2024;VIVO;LOJA 923;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
12/11/2024;VIVO;LOJA 923;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 923;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 923;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 923;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 923;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
25/10/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
31/10/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
14/11/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 923;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 924;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
